Parent1,Parent2,Child 
Eikthyrdeer,Eikthyrdeer Terra,Mozzarina
Eikthyrdeer,Dumud,Mozzarina
Eikthyrdeer,Lullu,Mozzarina
Galeclaw,Arsox,Mozzarina
Galeclaw,Chillet Ignis,Mozzarina
Galeclaw,Croajiro,Mozzarina
Teafant,Elizabee,Mozzarina
Direhowl,Foxcicle,Mozzarina
Gorirat,Petallia,Mozzarina
Gorirat Terra,Arsox,Mozzarina
Gorirat Terra,Chillet Ignis,Mozzarina
Gorirat Terra,Croajiro,Mozzarina
Jolthog,Sibelyx,Mozzarina
Jolthog Cryst,Wumpo,Mozzarina
Jolthog Cryst,Xenovader,Mozzarina
Univolt,Leezpunk Ignis,Mozzarina
Foxparks,Nitewing,Mozzarina
Bristla,Azurobe,Mozzarina
Lunaris,Blazehowl,Mozzarina
Lunaris,Nitemary,Mozzarina
Pengullet,Kingpaca,Mozzarina
Pengullet,Xenovader,Mozzarina
Gobfin,Shroomer Noct,Mozzarina
Gobfin,Splatterina,Mozzarina
Gobfin,Kitsun Noct,Mozzarina
Gobfin Ignis,Shroomer,Mozzarina
Gobfin Ignis,Splatterina,Mozzarina
Lamball,Quivern,Mozzarina
Lamball,Selyne,Mozzarina
Lamball,Prixter,Mozzarina
Jormuntide Ignis,Chikipi,Mozzarina
Loupmoon,Celaray,Mozzarina
Hangyu,Azurmane,Mozzarina
Hangyu Cryst,Azurmane,Mozzarina
Pyrin,Cattiva,Mozzarina
Pyrin,Cremis,Mozzarina
Elphidran,Flopie,Mozzarina
Elphidran Aqua,Killamari,Mozzarina
Woolipop,Omascul,Mozzarina
Melpaca,Caprity,Mozzarina
Surfent,Kelpsea,Mozzarina
Surfent Terra,Kelpsea Ignis,Mozzarina
Cawgnito,Rayhound,Mozzarina
Cawgnito,Kitsun Noct,Mozzarina
Cattiva,Prixter,Mozzarina
Cattiva,Starryon,Mozzarina
Depresso,Kingpaca Cryst,Mozzarina
Depresso,Xenogard,Mozzarina
Fenglope,Broncherry Aqua,Mozzarina
Fenglope,Fenglope Lux,Mozzarina
Reptyro,Chikipi,Mozzarina
Maraith,Blazehowl Noct,Mozzarina
Maraith,Dogen,Mozzarina
Maraith,Dazemu,Mozzarina
Robinquill,Chillet,Mozzarina
Robinquill,Croajiro,Mozzarina
Robinquill,Loupmoon Cryst,Mozzarina
Robinquill Terra,Dinossom,Mozzarina
Robinquill Terra,Celesdir,Mozzarina
Robinquill Terra,Tarantriss,Mozzarina
Kitsun,Verdash,Mozzarina
Leezpunk,Katress,Mozzarina
Leezpunk,Nitemary,Mozzarina
Leezpunk Ignis,Dazemu,Mozzarina
Fuack,Cinnamoth,Mozzarina
Vanwyrm,Wixen,Mozzarina
Vanwyrm,Rooby,Mozzarina
Vanwyrm Cryst,Mimog,Mozzarina
Vanwyrm Cryst,Ribbuny Botan,Mozzarina
Dinossom Lux,Felbat,Mozzarina
Sparkit,Sweepa,Mozzarina
Felbat,Celesdir,Mozzarina
Felbat,Loupmoon Cryst,Mozzarina
Faleris,Vixy,Mozzarina
Faleris,Cremis,Mozzarina
Caprity,Dumud,Mozzarina
Reindrix,Lovander,Mozzarina
Reindrix,Yakumo,Mozzarina
Vixy,Starryon,Mozzarina
Wixen,Dogen,Mozzarina
Wixen Noct,Blazehowl Noct,Mozzarina
Wixen Noct,Dogen,Mozzarina
Wixen Noct,Dazemu,Mozzarina
Hoocrates,Mossanda,Mozzarina
Hoocrates,Xenogard,Mozzarina
Kelpsea Ignis,Sootseer,Mozzarina
Mozzarina,Mozzarina,Mozzarina
Mozzarina,Lullu,Mozzarina
Nitewing,Flambelle,Mozzarina
Flopie,Sootseer,Mozzarina
Beegarde,Tombat,Mozzarina
Verdash,Tarantriss,Mozzarina
Verdash,Fenglope Lux,Mozzarina
Blazehowl,Dazzi Noct,Mozzarina
Blazehowl Noct,Rooby,Mozzarina
Swee,Penking,Mozzarina
Sweepa,Flambelle,Mozzarina
Katress,Kikit,Mozzarina
Katress,Dazzi Noct,Mozzarina
Katress Ignis,Kikit,Mozzarina
Ribbuny,Grintale,Mozzarina
Nox,Bushi,Mozzarina
Penking,Foxparks Cryst,Mozzarina
Celaray,Yakumo,Mozzarina
Grintale,Foxparks Cryst,Mozzarina
Cremis,Starryon,Mozzarina
Rooby,Dogen,Mozzarina
Nitemary,Dazzi Noct,Mozzarina
Nyafia ,Relaxaurus,Wumpo
Nyafia ,Relaxaurus Lux,Wumpo
Nyafia ,Warsect Terra,Wumpo
Prunelia,Cryolinx Terra,Wumpo
Prunelia,Bastigor,Wumpo
Gildane,Nitewing,Wumpo
Gildane,Sweepa,Wumpo
Anubis,Pyrin,Wumpo
Anubis,Quivern,Wumpo
Anubis,Selyne,Wumpo
Anubis,Prixter,Wumpo
Incineram,Elizabee,Wumpo
Incineram,Warsect ,Wumpo
Incineram,Quivern Botan,Wumpo
Incineram Noct,Warsect ,Wumpo
Incineram Noct,Quivern,Wumpo
Incineram Noct,Quivern Botan,Wumpo
Incineram Noct,Selyne,Wumpo
Eikthyrdeer,Blazamut,Wumpo
Eikthyrdeer,Blazamut Ryu,Wumpo
Eikthyrdeer,Bellanoir,Wumpo
Eikthyrdeer,Bellanoir Libero,Wumpo
Eikthyrdeer Terra,Suzaku Aqua,Wumpo
Digtoise,Paladius,Wumpo
Digtoise,Necromus,Wumpo
Grizzbolt,Shroomer,Wumpo
Grizzbolt,Shroomer Noct,Wumpo
Grizzbolt,Splatterina,Wumpo
Univolt,Pyrin Noct,Wumpo
Univolt,Lyleen,Wumpo
Univolt,Menasting Terra,Wumpo
Univolt,Faleris Aqua,Wumpo
Jormuntide,Vanwyrm Cryst,Wumpo
Suzaku,Reindrix,Wumpo
Suzaku,Celaray,Wumpo
Suzaku Aqua,Melpaca,Wumpo
Suzaku Aqua,Dumud,Wumpo
Pyrin,Surfent,Wumpo
Pyrin Noct,Katress Ignis,Wumpo
Pyrin Noct,Dazemu,Wumpo
Elphidran,Mossanda Lux,Wumpo
Elphidran,Ragnahawk,Wumpo
Elphidran Aqua,Mossanda Lux,Wumpo
Elphidran Aqua,Azurmane,Wumpo
Cryolinx,Arsox,Wumpo
Cryolinx,Chillet,Wumpo
Cryolinx,Chillet Ignis,Wumpo
Cryolinx,Croajiro,Wumpo
Surfent,Faleris,Wumpo
Surfent,Prixter,Wumpo
Surfent,Starryon,Wumpo
Surfent Terra,Faleris,Wumpo
Surfent Terra,Ragnahawk,Wumpo
Surfent Terra,Starryon,Wumpo
Azurobe,Nitewing,Wumpo
Azurobe,Mossanda,Wumpo
Reptyro Cryst,Katress,Wumpo
Reptyro Cryst,Katress Ignis,Wumpo
Relaxaurus,Bushi,Wumpo
Relaxaurus,Bushi Noct,Wumpo
Relaxaurus Lux,Vanwyrm,Wumpo
Relaxaurus Lux,Bushi Noct,Wumpo
Kitsun,Frostallion Noct,Wumpo
Kitsun,Jetragon,Wumpo
Vanwyrm,Menasting,Wumpo
Vanwyrm,Knocklem,Wumpo
Vanwyrm,Xenolord ,Wumpo
Vanwyrm Cryst,Mammorest,Wumpo
Dinossom,Frostallion Noct,Wumpo
Dinossom Lux,Frostallion,Wumpo
Frostallion,Chillet,Wumpo
Frostallion,Croajiro,Wumpo
Frostallion,Loupmoon Cryst,Wumpo
Frostallion Noct,Celesdir,Wumpo
Frostallion Noct,Tarantriss,Wumpo
Mammorest,Omascul,Wumpo
Mammorest Cryst,Bushi,Wumpo
Mammorest Cryst,Omascul,Wumpo
Broncherry,Shadowbeak,Wumpo
Broncherry,Necromus,Wumpo
Broncherry Aqua,Jetragon,Wumpo
Broncherry Aqua,Paladius,Wumpo
Faleris,Sootseer,Wumpo
Blazamut,Mozzarina,Wumpo
Blazamut,Lullu,Wumpo
Blazamut Ryu,Mozzarina,Wumpo
Blazamut Ryu,Lullu,Wumpo
Shadowbeak,Celaray,Wumpo
Shadowbeak,Caprity Noct,Wumpo
Sibelyx,Wumpo Botan,Wumpo
Sibelyx,Kingpaca,Wumpo
Sibelyx,Xenovader,Wumpo
Mozzarina,Bellanoir,Wumpo
Mozzarina,Bellanoir Libero,Wumpo
Wumpo,Wumpo,Wumpo
Wumpo,Kingpaca,Wumpo
Wumpo,Xenovader,Wumpo
Wumpo Botan,Kingpaca Cryst,Wumpo
Wumpo Botan,Xenogard,Wumpo
Nitewing,Grintale,Wumpo
Lyleen,Blazehowl Noct,Wumpo
Lyleen,Dogen,Wumpo
Lyleen,Dazemu,Wumpo
Lyleen Noct,Blazehowl,Wumpo
Lyleen Noct,Shroomer,Wumpo
Lyleen Noct,Nitemary,Wumpo
Tombat,Helzephyr Lux,Wumpo
Tombat,Bastigor,Wumpo
Mossanda,Cinnamoth,Wumpo
Arsox,Orserk,Wumpo
Rayhound,Helzephyr,Wumpo
Rayhound,Helzephyr Lux,Wumpo
Astegon,Petallia,Wumpo
Foxcicle,Cryolinx Terra,Wumpo
Foxcicle,Bastigor,Wumpo
Jetragon,Tarantriss,Wumpo
Jetragon,Fenglope Lux,Wumpo
Blazehowl,Beakon,Wumpo
Blazehowl,Silvegis,Wumpo
Blazehowl Noct,Menasting,Wumpo
Blazehowl Noct,Menasting Terra,Wumpo
Blazehowl Noct,Faleris Aqua,Wumpo
Kingpaca Cryst,Cinnamoth,Wumpo
Sweepa,Penking,Wumpo
Sweepa,Grintale,Wumpo
Katress,Beakon,Wumpo
Katress,Silvegis,Wumpo
Beakon,Nitemary,Wumpo
Warsect Terra,Bushi,Wumpo
Warsect Terra,Bushi Noct,Wumpo
Paladius,Fenglope Lux,Wumpo
Penking,Azurmane,Wumpo
Chillet Ignis,Orserk,Wumpo
Helzephyr,Shroomer Noct,Wumpo
Helzephyr,Splatterina,Wumpo
Helzephyr,Kitsun Noct,Wumpo
Helzephyr Lux,Kitsun Noct,Wumpo
Ragnahawk,Sootseer,Wumpo
Bushi Noct,Knocklem,Wumpo
Bushi Noct,Xenolord ,Wumpo
Necromus,Caprity Noct,Wumpo
Petallia,Orserk,Wumpo
Cinnamoth,Xenogard,Wumpo
Menasting,Dogen,Wumpo
Menasting Terra,Dogen,Wumpo
Menasting Terra,Dazemu,Wumpo
Knocklem,Dogen,Wumpo
Dogen,Xenolord ,Wumpo
Dazemu,Faleris Aqua,Wumpo
Nitemary,Silvegis,Wumpo
Nyafia ,Jormuntide,Wumpo Botan
Nyafia ,Jormuntide Ignis,Wumpo Botan
Nyafia ,Reptyro,Wumpo Botan
Prunelia,Grizzbolt,Wumpo Botan
Prunelia,Lyleen Noct,Wumpo Botan
Prunelia,Silvegis,Wumpo Botan
Gildane,Sibelyx,Wumpo Botan
Gildane,Wumpo,Wumpo Botan
Gildane,Xenovader,Wumpo Botan
Anubis,Mossanda Lux,Wumpo Botan
Anubis,Ragnahawk,Wumpo Botan
Anubis,Azurmane,Wumpo Botan
Incineram,Pyrin,Wumpo Botan
Incineram,Faleris,Wumpo Botan
Incineram,Ragnahawk,Wumpo Botan
Incineram,Starryon,Wumpo Botan
Incineram Noct,Faleris,Wumpo Botan
Incineram Noct,Mossanda Lux,Wumpo Botan
Incineram Noct,Ragnahawk,Wumpo Botan
Eikthyrdeer,Suzaku,Wumpo Botan
Eikthyrdeer,Suzaku Aqua,Wumpo Botan
Eikthyrdeer Terra,Suzaku,Wumpo Botan
Eikthyrdeer Terra,Shadowbeak,Wumpo Botan
Eikthyrdeer Terra,Necromus,Wumpo Botan
Digtoise,Frostallion,Wumpo Botan
Digtoise,Frostallion Noct,Wumpo Botan
Grizzbolt,Tombat,Wumpo Botan
Grizzbolt,Foxcicle,Wumpo Botan
Univolt,Relaxaurus,Wumpo Botan
Univolt,Relaxaurus Lux,Wumpo Botan
Univolt,Mammorest Cryst,Wumpo Botan
Univolt,Warsect Terra,Wumpo Botan
Jormuntide,Vanwyrm,Wumpo Botan
Jormuntide,Bushi,Wumpo Botan
Jormuntide,Bushi Noct,Wumpo Botan
Jormuntide Ignis,Bushi,Wumpo Botan
Jormuntide Ignis,Bushi Noct,Wumpo Botan
Loupmoon,Blazamut,Wumpo Botan
Loupmoon,Blazamut Ryu,Wumpo Botan
Loupmoon,Bellanoir,Wumpo Botan
Loupmoon,Bellanoir Libero,Wumpo Botan
Suzaku,Mozzarina,Wumpo Botan
Suzaku,Lullu,Wumpo Botan
Suzaku Aqua,Caprity,Wumpo Botan
Suzaku Aqua,Lovander,Wumpo Botan
Pyrin Noct,Blazehowl,Wumpo Botan
Pyrin Noct,Shroomer,Wumpo Botan
Pyrin Noct,Shroomer Noct,Wumpo Botan
Pyrin Noct,Splatterina,Wumpo Botan
Elphidran,Nitewing,Wumpo Botan
Elphidran,Mossanda,Wumpo Botan
Elphidran,Sweepa,Wumpo Botan
Elphidran Aqua,Nitewing,Wumpo Botan
Elphidran Aqua,Mossanda,Wumpo Botan
Elphidran Aqua,Kingpaca Cryst,Wumpo Botan
Elphidran Aqua,Xenogard,Wumpo Botan
Cryolinx,Kitsun,Wumpo Botan
Cryolinx,Dinossom,Wumpo Botan
Cryolinx,Broncherry Aqua,Wumpo Botan
Cryolinx,Tarantriss,Wumpo Botan
Cryolinx,Fenglope Lux,Wumpo Botan
Melpaca,Shadowbeak,Wumpo Botan
Melpaca,Paladius,Wumpo Botan
Melpaca,Necromus,Wumpo Botan
Surfent,Mossanda Lux,Wumpo Botan
Surfent,Sweepa,Wumpo Botan
Surfent,Azurmane,Wumpo Botan
Surfent Terra,Nitewing,Wumpo Botan
Surfent Terra,Sweepa,Wumpo Botan
Surfent Terra,Azurmane,Wumpo Botan
Azurobe,Sibelyx,Wumpo Botan
Azurobe,Wumpo,Wumpo Botan
Azurobe,Kingpaca,Wumpo Botan
Azurobe,Xenovader,Wumpo Botan
Reptyro,Bushi,Wumpo Botan
Reptyro,Bushi Noct,Wumpo Botan
Reptyro,Omascul,Wumpo Botan
Reptyro Cryst,Rayhound,Wumpo Botan
Reptyro Cryst,Shroomer,Wumpo Botan
Reptyro Cryst,Shroomer Noct,Wumpo Botan
Reptyro Cryst,Splatterina,Wumpo Botan
Reptyro Cryst,Kitsun Noct,Wumpo Botan
Relaxaurus,Blazehowl Noct,Wumpo Botan
Relaxaurus,Katress Ignis,Wumpo Botan
Relaxaurus,Dazemu,Wumpo Botan
Relaxaurus Lux,Katress,Wumpo Botan
Relaxaurus Lux,Katress Ignis,Wumpo Botan
Kitsun,Frostallion,Wumpo Botan
Kitsun,Orserk,Wumpo Botan
Vanwyrm,Mammorest,Wumpo Botan
Vanwyrm,Mammorest Cryst,Wumpo Botan
Vanwyrm Cryst,Elizabee,Wumpo Botan
Vanwyrm Cryst,Warsect ,Wumpo Botan
Vanwyrm Cryst,Quivern,Wumpo Botan
Vanwyrm Cryst,Quivern Botan,Wumpo Botan
Vanwyrm Cryst,Selyne,Wumpo Botan
Dinossom,Astegon,Wumpo Botan
Dinossom,Orserk,Wumpo Botan
Dinossom Lux,Astegon,Wumpo Botan
Dinossom Lux,Orserk,Wumpo Botan
Dinossom Lux,Cryolinx Terra,Wumpo Botan
Frostallion,Broncherry Aqua,Wumpo Botan
Frostallion,Fenglope Lux,Wumpo Botan
Frostallion Noct,Broncherry,Wumpo Botan
Frostallion Noct,Celaray,Wumpo Botan
Frostallion Noct,Caprity Noct,Wumpo Botan
Mammorest,Blazehowl Noct,Wumpo Botan
Mammorest,Bushi Noct,Wumpo Botan
Mammorest,Dogen,Wumpo Botan
Mammorest Cryst,Blazehowl Noct,Wumpo Botan
Mammorest Cryst,Dogen,Wumpo Botan
Mammorest Cryst,Dazemu,Wumpo Botan
Broncherry,Jetragon,Wumpo Botan
Blazamut,Lovander,Wumpo Botan
Blazamut,Yakumo,Wumpo Botan
Blazamut Ryu,Lovander,Wumpo Botan
Blazamut Ryu,Yakumo,Wumpo Botan
Reindrix,Jetragon,Wumpo Botan
Reindrix,Paladius,Wumpo Botan
Reindrix,Necromus,Wumpo Botan
Shadowbeak,Mozzarina,Wumpo Botan
Shadowbeak,Dumud,Wumpo Botan
Shadowbeak,Lullu,Wumpo Botan
Sibelyx,Penking,Wumpo Botan
Sibelyx,Grintale,Wumpo Botan
Wumpo,Grintale,Wumpo Botan
Wumpo,Cinnamoth,Wumpo Botan
Wumpo Botan,Wumpo Botan,Wumpo Botan
Wumpo Botan,Kingpaca,Wumpo Botan
Wumpo Botan,Cinnamoth,Wumpo Botan
Nitewing,Sootseer,Wumpo Botan
Lyleen,Blazehowl,Wumpo Botan
Lyleen,Katress,Wumpo Botan
Lyleen,Shroomer,Wumpo Botan
Lyleen,Nitemary,Wumpo Botan
Lyleen Noct,Tombat,Wumpo Botan
Lyleen Noct,Rayhound,Wumpo Botan
Lyleen Noct,Foxcicle,Wumpo Botan
Elizabee,Bushi,Wumpo Botan
Elizabee,Omascul,Wumpo Botan
Tombat,Beakon,Wumpo Botan
Tombat,Silvegis,Wumpo Botan
Mossanda,Penking,Wumpo Botan
Arsox,Helzephyr Lux,Wumpo Botan
Arsox,Cryolinx Terra,Wumpo Botan
Arsox,Bastigor,Wumpo Botan
Rayhound,Beakon,Wumpo Botan
Rayhound,Silvegis,Wumpo Botan
Astegon,Chillet,Wumpo Botan
Astegon,Celesdir,Wumpo Botan
Astegon,Loupmoon Cryst,Wumpo Botan
Foxcicle,Helzephyr,Wumpo Botan
Jetragon,Celaray,Wumpo Botan
Blazehowl,Menasting,Wumpo Botan
Blazehowl,Menasting Terra,Wumpo Botan
Blazehowl,Faleris Aqua,Wumpo Botan
Kingpaca,Cinnamoth,Wumpo Botan
Kingpaca Cryst,Penking,Wumpo Botan
Kingpaca Cryst,Grintale,Wumpo Botan
Sweepa,Sootseer,Wumpo Botan
Katress,Menasting,Wumpo Botan
Katress,Menasting Terra,Wumpo Botan
Katress,Knocklem,Wumpo Botan
Katress,Xenolord ,Wumpo Botan
Katress Ignis,Warsect Terra,Wumpo Botan
Katress Ignis,Menasting,Wumpo Botan
Katress Ignis,Knocklem,Wumpo Botan
Katress Ignis,Xenolord ,Wumpo Botan
Beakon,Shroomer Noct,Wumpo Botan
Beakon,Kitsun Noct,Wumpo Botan
Warsect ,Omascul,Wumpo Botan
Warsect Terra,Dazemu,Wumpo Botan
Paladius,Celaray,Wumpo Botan
Penking,Xenogard,Wumpo Botan
Chillet,Cryolinx Terra,Wumpo Botan
Chillet,Bastigor,Wumpo Botan
Chillet Ignis,Helzephyr Lux,Wumpo Botan
Chillet Ignis,Cryolinx Terra,Wumpo Botan
Chillet Ignis,Bastigor,Wumpo Botan
Quivern Botan,Omascul,Wumpo Botan
Helzephyr,Petallia,Wumpo Botan
Helzephyr Lux,Petallia,Wumpo Botan
Necromus,Dumud,Wumpo Botan
Petallia,Bastigor,Wumpo Botan
Cinnamoth,Xenovader,Wumpo Botan
Menasting,Nitemary,Wumpo Botan
Menasting Terra,Shroomer,Wumpo Botan
Menasting Terra,Nitemary,Wumpo Botan
Orserk,Celesdir,Wumpo Botan
Orserk,Tarantriss,Wumpo Botan
Croajiro,Cryolinx Terra,Wumpo Botan
Croajiro,Bastigor,Wumpo Botan
Shroomer,Faleris Aqua,Wumpo Botan
Knocklem,Nitemary,Wumpo Botan
Xenolord ,Nitemary,Wumpo Botan
Nitemary,Faleris Aqua,Wumpo Botan
Silvegis,Kitsun Noct,Wumpo Botan
Splatterina,Faleris Aqua,Wumpo Botan
Loupmoon Cryst,Cryolinx Terra,Wumpo Botan
Nyafia ,Cattiva,Vaelet
Nyafia ,Vixy,Vaelet
Nyafia ,Cremis,Vaelet
Prunelia,Tocotoco,Vaelet
Prunelia,Pengullet,Vaelet
Mau,Vanwyrm Cryst,Vaelet
Mau Cryst,Vanwyrm,Vaelet
Mau Cryst,Dogen,Vaelet
Lifmunk,Blazehowl Noct,Vaelet
Lifmunk,Dogen,Vaelet
Lifmunk,Dazemu,Vaelet
Tocotoco,Foxcicle,Vaelet
Eikthyrdeer,Nox,Vaelet
Eikthyrdeer Terra,Mimog,Vaelet
Eikthyrdeer Terra,Ribbuny Botan,Vaelet
Digtoise,Tanzee,Vaelet
Digtoise,Smokie,Vaelet
Galeclaw,Beegarde,Vaelet
Direhowl,Gorirat,Vaelet
Gorirat Terra,Beegarde,Vaelet
Jolthog,Shroomer Noct,Vaelet
Jolthog,Splatterina,Vaelet
Jolthog,Kitsun Noct,Vaelet
Jolthog Cryst,Rayhound,Vaelet
Jolthog Cryst,Kitsun Noct,Vaelet
Univolt,Hangyu,Vaelet
Univolt,Hangyu Cryst,Vaelet
Foxparks,Katress,Vaelet
Foxparks,Nitemary,Vaelet
Bristla,Petallia,Vaelet
Lunaris,Verdash,Vaelet
Pengullet,Tombat,Vaelet
Dazzi,Melpaca,Vaelet
Dazzi,Dumud,Vaelet
Gobfin,Felbat,Vaelet
Gobfin Ignis,Robinquill Terra,Vaelet
Lamball,Omascul,Vaelet
Loupmoon,Maraith,Vaelet
Loupmoon,Wixen Noct,Vaelet
Loupmoon,Rooby,Vaelet
Hangyu,Dazemu,Vaelet
Hangyu Cryst,Blazehowl Noct,Vaelet
Hangyu Cryst,Dazemu,Vaelet
Woolipop,Mozzarina,Vaelet
Woolipop,Lullu,Vaelet
Melpaca,Ribbuny Botan,Vaelet
Cawgnito,Robinquill,Vaelet
Cattiva,Bushi,Vaelet
Depresso,Shroomer,Vaelet
Depresso,Splatterina,Vaelet
Fenglope,Leezpunk,Vaelet
Fenglope,Kikit,Vaelet
Fenglope,Dazzi Noct,Vaelet
Maraith,Yakumo,Vaelet
Kitsun,Kelpsea Ignis,Vaelet
Dinossom,Flopie,Vaelet
Dinossom Lux,Killamari,Vaelet
Sparkit,Katress Ignis,Vaelet
Broncherry,Gumoss,Vaelet
Broncherry,Smokie,Vaelet
Broncherry Aqua,Kelpsea,Vaelet
Reindrix,Fuddler,Vaelet
Vixy,Bushi Noct,Vaelet
Wixen,Lovander,Vaelet
Wixen,Yakumo,Vaelet
Wixen Noct,Yakumo,Vaelet
Lovander,Rooby,Vaelet
Hoocrates,Blazehowl,Vaelet
Hoocrates,Nitemary,Vaelet
Kelpsea,Fenglope Lux,Vaelet
Kelpsea Ignis,Tarantriss,Vaelet
Kelpsea Ignis,Fenglope Lux,Vaelet
Killamari,Celesdir,Vaelet
Killamari,Loupmoon Cryst,Vaelet
Vaelet,Vaelet,Vaelet
Flopie,Celesdir,Vaelet
Flopie,Tarantriss,Vaelet
Arsox,Ribbuny,Vaelet
Arsox,Foxparks Cryst,Vaelet
Verdash,Dazzi Noct,Vaelet
Daedream,Celaray,Vaelet
Tanzee,Caprity Noct,Vaelet
Gumoss,Caprity Noct,Vaelet
Swee,Chillet,Vaelet
Swee,Croajiro,Vaelet
Swee,Loupmoon Cryst,Vaelet
Katress,Flambelle,Vaelet
Katress Ignis,Flambelle,Vaelet
Ribbuny,Chillet Ignis,Vaelet
Ribbuny,Croajiro,Vaelet
Chillet,Foxparks Cryst,Vaelet
Chillet Ignis,Foxparks Cryst,Vaelet
Bushi,Cremis,Vaelet
Bushi Noct,Cremis,Vaelet
Dumud,Mimog,Vaelet
Dumud,Ribbuny Botan,Vaelet
Rooby,Yakumo,Vaelet
Croajiro,Foxparks Cryst,Vaelet
Lullu,Mimog,Vaelet
Smokie,Caprity Noct,Vaelet
Nyafia ,Grizzbolt,Nitewing
Nyafia ,Helzephyr,Nitewing
Prunelia,Jetragon,Nitewing
Prunelia,Paladius,Nitewing
Gildane,Elizabee,Nitewing
Gildane,Warsect ,Nitewing
Gildane,Quivern Botan,Nitewing
Gildane,Selyne,Nitewing
Anubis,Relaxaurus,Nitewing
Anubis,Relaxaurus Lux,Nitewing
Anubis,Warsect Terra,Nitewing
Anubis,Menasting,Nitewing
Anubis,Knocklem,Nitewing
Anubis,Xenolord ,Nitewing
Incineram,Pyrin Noct,Nitewing
Incineram,Lyleen,Nitewing
Incineram,Menasting,Nitewing
Incineram,Menasting Terra,Nitewing
Incineram,Faleris Aqua,Nitewing
Incineram Noct,Relaxaurus Lux,Nitewing
Incineram Noct,Lyleen,Nitewing
Incineram Noct,Menasting,Nitewing
Incineram Noct,Menasting Terra,Nitewing
Incineram Noct,Knocklem,Nitewing
Incineram Noct,Xenolord ,Nitewing
Grizzbolt,Bushi,Nitewing
Grizzbolt,Bushi Noct,Nitewing
Grizzbolt,Omascul,Nitewing
Univolt,Astegon,Nitewing
Univolt,Cryolinx Terra,Nitewing
Univolt,Bastigor,Nitewing
Jormuntide,Elphidran,Nitewing
Jormuntide,Elphidran Aqua,Nitewing
Jormuntide,Penking,Nitewing
Jormuntide Ignis,Elphidran Aqua,Nitewing
Jormuntide Ignis,Penking,Nitewing
Suzaku,Arsox,Nitewing
Suzaku,Chillet,Nitewing
Suzaku,Chillet Ignis,Nitewing
Suzaku,Petallia,Nitewing
Suzaku,Croajiro,Nitewing
Suzaku Aqua,Dinossom,Nitewing
Suzaku Aqua,Dinossom Lux,Nitewing
Suzaku Aqua,Chillet,Nitewing
Suzaku Aqua,Celesdir,Nitewing
Suzaku Aqua,Loupmoon Cryst,Nitewing
Pyrin,Wumpo Botan,Nitewing
Pyrin,Kingpaca,Nitewing
Pyrin,Cinnamoth,Nitewing
Elphidran,Mammorest,Nitewing
Elphidran,Mammorest Cryst,Nitewing
Elphidran Aqua,Reptyro,Nitewing
Elphidran Aqua,Mammorest,Nitewing
Cryolinx,Blazehowl,Nitewing
Cryolinx,Katress,Nitewing
Cryolinx,Shroomer,Nitewing
Cryolinx,Nitemary,Nitewing
Surfent,Relaxaurus,Nitewing
Surfent,Relaxaurus Lux,Nitewing
Surfent,Mammorest Cryst,Nitewing
Surfent,Warsect Terra,Nitewing
Surfent Terra,Relaxaurus,Nitewing
Surfent Terra,Mammorest,Nitewing
Surfent Terra,Mammorest Cryst,Nitewing
Azurobe,Elizabee,Nitewing
Azurobe,Warsect ,Nitewing
Azurobe,Quivern,Nitewing
Azurobe,Quivern Botan,Nitewing
Azurobe,Selyne,Nitewing
Reptyro,Penking,Nitewing
Reptyro,Grintale,Nitewing
Reptyro Cryst,Vanwyrm Cryst,Nitewing
Kitsun,Blazamut,Nitewing
Kitsun,Blazamut Ryu,Nitewing
Kitsun,Bellanoir,Nitewing
Kitsun,Bellanoir Libero,Nitewing
Vanwyrm,Helzephyr,Nitewing
Vanwyrm,Helzephyr Lux,Nitewing
Vanwyrm,Bastigor,Nitewing
Vanwyrm Cryst,Lyleen Noct,Nitewing
Vanwyrm Cryst,Beakon,Nitewing
Vanwyrm Cryst,Silvegis,Nitewing
Dinossom,Blazamut,Nitewing
Dinossom,Blazamut Ryu,Nitewing
Frostallion,Blazehowl,Nitewing
Frostallion,Shroomer,Nitewing
Frostallion,Shroomer Noct,Nitewing
Frostallion,Splatterina,Nitewing
Frostallion Noct,Tombat,Nitewing
Frostallion Noct,Rayhound,Nitewing
Frostallion Noct,Shroomer Noct,Nitewing
Frostallion Noct,Kitsun Noct,Nitewing
Mammorest,Sootseer,Nitewing
Mammorest Cryst,Sootseer,Nitewing
Broncherry Aqua,Blazamut,Nitewing
Broncherry Aqua,Blazamut Ryu,Nitewing
Broncherry Aqua,Bellanoir,Nitewing
Broncherry Aqua,Bellanoir Libero,Nitewing
Faleris,Wumpo,Nitewing
Faleris,Wumpo Botan,Nitewing
Faleris,Kingpaca,Nitewing
Faleris,Xenovader,Nitewing
Blazamut,Tarantriss,Nitewing
Blazamut,Fenglope Lux,Nitewing
Blazamut Ryu,Tarantriss,Nitewing
Blazamut Ryu,Fenglope Lux,Nitewing
Shadowbeak,Arsox,Nitewing
Shadowbeak,Chillet Ignis,Nitewing
Shadowbeak,Petallia,Nitewing
Sibelyx,Mossanda Lux,Nitewing
Sibelyx,Ragnahawk,Nitewing
Sibelyx,Azurmane,Nitewing
Wumpo,Mossanda Lux,Nitewing
Wumpo,Ragnahawk,Nitewing
